category,scientific_name,common_names,conservation_status
Vascular Plant,Scheuchzeria palustris,Rannoch-Rush,Safe
Vascular Plant,Angelica arguta,"Angelica, Lyall's Angelica, Sharptooth Angelica",Safe
Vascular Plant,Angelica pinnata,"Smallleaf Angelica, Small-Leaf Angelica",Safe
Vascular Plant,Angelica roseana,Rose Angelica,Safe
Vascular Plant,Bupleurum americanum,American Thorow Wax,Safe
Vascular Plant,Carum carvi,"Caraway, Wild Caraway",Safe
Vascular Plant,Cicuta maculata var. angustifolia,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",Safe
Vascular Plant,Conium maculatum,"Cigue Maculee, Cigue Tachetee, Deadly Hemlock, Poison Hemlock, Poison Parsley, Poison-Hemlock",Safe
Vascular Plant,Cymopterus nivalis,Snowline Springparsley,Safe
Vascular Plant,Daucus carota,"Bird's Nest, Queen Anne's Lace, Wild Carrot",Safe
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",Safe
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",Safe
Vascular Plant,Lomatium ambiguum,Wyeth Biscuitroot,Safe
Vascular Plant,Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",Safe
Vascular Plant,Lomatium dissectum var. multifidum,Carrotleaf Biscuitroot,Safe
Vascular Plant,Lomatium macrocarpum,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",Safe
Vascular Plant,Musineon divaricatum,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",Safe
Vascular Plant,Orogenia linearifolia,"Great Basin Indian Potato, Indianpotato",Safe
Vascular Plant,Osmorhiza berteroi,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",Safe
Vascular Plant,Osmorhiza depauperata,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",Safe
Vascular Plant,Pastinaca sativa,Wild Parsnip,Safe
Vascular Plant,Sanicula graveolens,"Northern Sanicle, Sierra Sanicle",Safe
Vascular Plant,Sanicula marilandica,"Black Sanicle, Maryland Black-Snakeroot, Maryland Sanicle",Safe
Vascular Plant,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern
Vascular Plant,Zizia aptera,"Heartleaf Alexanders, Heart-Leaf Alexanders, Meadow Zizia, Meadowparsnip",Safe
Vascular Plant,Allium brandegeei,Brandegee's Onion,Safe
Vascular Plant,Allium brevistylum,Shortstyle Onion,Safe
Vascular Plant,Allium cernuum,Nodding Onion,Safe
Vascular Plant,Allium geyeri var. tenerum,Bulbil Onion,Safe
Vascular Plant,Allium schoenoprasum,"Wild Chive, Wild Chives",Safe
Vascular Plant,Allium textile,"Prairie Onion, Textile Onion, Wild Onion",Safe
Vascular Plant,Asparagus officinalis,"Asparagus, Garden Asparagus, Garden-Asparagus",Safe
Vascular Plant,Camassia quamash,"Common Camas, Small Camas",Safe
Vascular Plant,Maianthemum stellatum,"False Solomon's Seal, Little False Solomon's-Seal, Star False Solomon's-Seal, Star-Flower Solomon's-Seal, Starry False Lily Of The Valley, Starry False Solomon's Seal, Starry False Solomon's-Seal, Starry Solomon's-Seal",Safe
Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,Safe
Vascular Plant,Yucca glauca,"Beargrass, Great Plains Yucca, Small Soapweed, Soapweed Yucca, Spanish Bayonet, Yucca",Safe
Vascular Plant,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Species of Concern
Vascular Plant,Sisyrinchium idahoense var. idahoense,Idaho Blue-Eyed Grass,Safe
Vascular Plant,Sisyrinchium idahoense var. occidentale,Idaho Blue-Eyed Grass,Safe
Vascular Plant,Sisyrinchium montanum,"Mountain Blueeyed Grass, Mountain Blue-Eyed Grass, Strict Blue-Eyed Grass, Strict Blue-Eyed-Grass",Safe
Vascular Plant,Calypso bulbosa,"Fairy Slipper, Fairyslipper, Fairyslipper Orchid, Fairy-Slipper Orchid",Safe
Vascular Plant,Corallorrhiza mertensiana,Pacific Coralroot,Safe
Vascular Plant,Corallorrhiza striata,"Hooded Coralroot, Striped Coralroot",Safe
Vascular Plant,Corallorrhiza trifida,"Early Coralroot, Yellow Coralroot",Safe
Vascular Plant,Corallorrhiza wisteriana,"Coralroot, Spring Coralroot",Safe
Vascular Plant,Epipactis gigantea,"Giant Helleborine, Stream Orchid",Safe
Vascular Plant,Goodyera oblongifolia,"Rattlesnake Plantain, Western Rattlesnake Plantain",Safe
Vascular Plant,Listera borealis,"Northern Listera, Northern Twayblade",Safe
Vascular Plant,Listera caurina,Northwestern Twayblade,Safe
Vascular Plant,Listera convallarioides,"Broadleaf Twayblade, Broad-Lip Twayblade, Broadlipped Listera, Broadlipped Twayblade",Safe
Vascular Plant,Listera cordata,Heartleaf Twayblade,Safe
Vascular Plant,Piperia unalascensis,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",Safe
Vascular Plant,Platanthera dilatata var. albiflora,Scentbottle,Safe
Vascular Plant,Platanthera dilatata var. dilatata,Scentbottle,Safe
Vascular Plant,Platanthera hyperborea,"Northern Bog Orchid, Northern Green Orchid",Safe
Vascular Plant,Platanthera obtusata,"Bluntleaved Orchid, Northern Small Bog Orchid",Safe
Vascular Plant,Platanthera stricta,"Modoc Bog Orchid, Slender Bog Orchid",Safe
Vascular Plant,Spiranthes romanzoffiana,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",Safe
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",Safe
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",Safe
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,Safe
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",Safe
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,Safe
Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",Safe
Vascular Plant,Ambrosia psilostachya,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",Safe
Vascular Plant,Anaphalis margaritacea,"Common Pearlyeverlasting, Pearly Everlasting, Pearly-Everlasting, Western Pearly Everlasting, Western Pearlyeverlasting",Safe
Vascular Plant,Antennaria anaphaloides,"Pearly Pussytoes, Pussytoes, Tall Everlasting",Safe
Vascular Plant,Antennaria aromatica,Scented Pussytoes,Safe
Vascular Plant,Antennaria corymbosa,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting",Safe
Vascular Plant,Antennaria dimorpha,"Low Everlasting, Low Pussytoes",Safe
Vascular Plant,Antennaria flagellaris,"Stoloniferous Pussy-Toes, Whip Pussytoes",Safe
Vascular Plant,Antennaria lanata,Woolly Pussytoes,Safe
Vascular Plant,Antennaria luzuloides,Rush Pussytoes,Safe
Vascular Plant,Antennaria media,Rocky Mountain Pussytoes,Safe
Vascular Plant,Antennaria microphylla,"Littleleaf Pussytoes, Rocky Mountain Pussytoes, Small Leaf Everlasting, Smallleaf Pussytoes",Safe
Vascular Plant,Antennaria parvifolia,Smallleaf Pussytoes,Safe
Vascular Plant,Antennaria pulcherrima,Showy Pussytoes,Safe
Vascular Plant,Antennaria racemosa,Raceme Pussytoes,Safe
Vascular Plant,Antennaria rosea,"Rosy Pussytoes, Rosy Pussy-Toes",Safe
Vascular Plant,Antennaria umbrinella,"Brown Everlasting, Umber Pussytoes",Safe
Vascular Plant,Anthemis tinctoria,Golden Chamomile,Safe
Vascular Plant,Arctium lappa,"Great Burdock, Greater Burdock, Greater Burrdock, Woodland Burdock",Safe
Vascular Plant,Arctium minus,"Beggar's Button, Burdock, Common Burdock, Lesser Burdock, Lesser Burrdock, Small Burdock, Smaller Burdock, Wild Burdock, Wild Rhubarb",Safe
Vascular Plant,Arnica cordifolia,"Heartleaf Arnica, Heart-Leaf Leopardbane",Safe
Vascular Plant,Arnica fulgens,"Foothill Arnica, Orange Arnica, Shining Leopardbane",Safe
Vascular Plant,Arnica latifolia,Broadleaf Arnica,Safe
Vascular Plant,Arnica longifolia,"Longleaf Arnica, Spearleaf Arnica",Safe
Vascular Plant,Arnica mollis,"Hairy Arnica, Wooly Arnica",Safe
Vascular Plant,Arnica parryi,"Nodding Arnica, Parry's Arnica, Sonne's Arnica",Safe
Vascular Plant,Arnica rydbergii,"Rydberg's Arnica, Subalpine Arnica",Safe
Vascular Plant,Arnica sororia,Twin Arnica,Safe
Vascular Plant,Artemisia absinthium,"Absinth Sagewort, Absinth Wormwood, Absinthium, Common Sagewort",Safe
Vascular Plant,Artemisia biennis var. biennis,Biennial Wormwood,Safe
Vascular Plant,Artemisia dracunculus,"False Tarragon, Green Sagewort, Silky Wormwood, Tarragon, Wormwood",Safe
Vascular Plant,Artemisia frigida,"Fringed Sagebrush, Fringed Sagewort, Prairie Sagewort",Safe
Vascular Plant,Artemisia michauxiana,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood",Safe
Vascular Plant,Artemisia nova,Black Sagebrush,Safe
Vascular Plant,Artemisia scopulorum,"Alpine Sagebrush, Dwarf Sagebrush",Safe
Vascular Plant,Artemisia tridentata var. tridentata,"Basin Sagebrush, Big Sagebrush",Safe
Vascular Plant,Balsamorhiza sagittata,Arrowleaf Balsamroot,Safe
Vascular Plant,Bidens cernua,"Bur Marigold, Nodding Beggartick, Nodding Beggarticks, Nodding Bur Marigold, Nodding Burmarigold, Nodding Bur-Marigold, Nodding Burr-Marigold, Sticktight",Safe
Vascular Plant,Brickellia grandiflora,"Mountain Brickellbush, Tasselflower Brickellbush, Tasselflower Brickellia",Safe
Vascular Plant,Carduus acanthoides,"Plumeless Thistle, Spiny Plumeless Thistle, Spiny Plumeless-Thistle",Safe
Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",Safe
Vascular Plant,Centaurea maculosa,Spotted Knapweed,Safe
Vascular Plant,Centaurea pratensis,Meadow Knapweed,Safe
Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",Safe
Vascular Plant,Chrysanthemum leucanthemum,"Oxeye Daisy, Ox-Eye Daisy",Safe
Vascular Plant,Chrysothamnus viscidiflorus var. viscidiflorus,Yellow Rabbitbrush,Safe
Vascular Plant,Cichorium intybus,"Blue Sailors, Chickory, Chicory, Coffeeweed, Common Chicory, French Endive, Succory",Safe
Vascular Plant,Cirsium arvense,Canada Thistle,Safe
Vascular Plant,Cirsium canovirens,Graygreen Thistle,Safe
Vascular Plant,Cirsium eatonii,"Eaton's Thistle, Mountaintop Thistle",Safe
Vascular Plant,Cirsium foliosum,"Drummond's Thistle, Elk Thistle, Leafy Thistle, Meadow Thistle",Safe
Vascular Plant,Cirsium scariosum,Evert's Thistle,Safe
Vascular Plant,Cirsium undulatum,"Gray Thistle, Wavyleaf Thistle, Wavy-Leaf Thistle",Safe
Vascular Plant,Conyza canadensis,"Canada Horseweed, Canadian Horseweed, Horseweed, Horseweed Fleabane, Mares Tail, Marestail",Safe
Vascular Plant,Crepis acuminata,"Longleaf Hawksbeard, Long-Leaf Hawksbeard, Tapertip Hawksbeard",Safe
Vascular Plant,Crepis atribarba,"Hawksbeard, Slender Hawksbeard",Safe
Vascular Plant,Crepis elegans,Elegant Hawksbeard,Safe
Vascular Plant,Crepis intermedia,"Gray Hawksbeard, Limestone Hawksbeard",Safe
Vascular Plant,Crepis modocensis,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard",Safe
Vascular Plant,Crepis occidentalis ssp. costata,Largeflower Hawksbeard,Safe
Vascular Plant,Crepis tectorum,"Narrowleaf Hawksbeard, Narrow-Leaf Hawk's-Beard, Narrowleaved Hawk's Beard",Safe
Vascular Plant,Ericameria discoidea var. linearis,Whitestem Goldenbush,Safe
Vascular Plant,Ericameria nauseosa var. nauseosa,Rubber Rabbitbrush,Safe
Vascular Plant,Ericameria nauseosa var. oreophila,Rubber Rabbitbrush,Safe
Vascular Plant,Ericameria suffruticosa,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",Safe
Vascular Plant,Erigeron acris var. kamtschaticus,"Bitter Daisy, Bitter Fleabane, Blue Fleabane",Safe
Vascular Plant,Erigeron caespitosus,Tufted Fleabane,Safe
Vascular Plant,Erigeron corymbosus,Longleaf Fleabane,Safe
Vascular Plant,Erigeron eatonii var. eatonii,"Eaton's Daisy, Eaton's Fleabane",Safe
Vascular Plant,Erigeron formosissimus var. viscidus,Beautiful Fleabane,Safe
Vascular Plant,Erigeron glabellus var. glabellus,"Rough Fleabane, Streamside Fleabane",Safe
Vascular Plant,Erigeron gracilis,Quill Fleabane,Safe
Vascular Plant,Erigeron linearis,"Desert Yellow Fleabane, Linearleaf Daisy",Safe
Vascular Plant,Erigeron lonchophyllus,"Low-Meadow Fleabane, Shortray Boreal Daisy, Short-Ray Boreal-Daisy, Shortray Fleabane, Spearleaf Daisy",Safe
Vascular Plant,Erigeron ochroleucus var. ochroleucus,Buff Fleabane,Safe
Vascular Plant,Erigeron ochroleucus var. scribneri,Buff Fleabane,Safe
Vascular Plant,Erigeron pumilus var. gracilior,Shaggy Fleabane,Safe
Vascular Plant,Erigeron rydbergii,Rydberg's Fleabane,Safe
Vascular Plant,Erigeron simplex,"Oneflower Fleabane, Onestem Daisy, Onestem Fleabane, One-Stem Fleabane",Safe
Vascular Plant,Erigeron speciosus,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",Safe
Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",Safe
Vascular Plant,Erigeron tweedyi,Tweedy's Fleabane,Safe
Vascular Plant,Erigeron ursinus,"Bear Daisy, Bear River Fleabane",Safe
Vascular Plant,Eriophyllum lanatum var. integrifolium,"Common Woolly Sunflower, Wholeleaf Eriophyllum",Safe
Vascular Plant,Eucephalus elegans,Elegant Aster,Safe
Vascular Plant,Eucephalus engelmannii,Engelmann's Aster,Safe
Vascular Plant,Eurybia conspicua,"Eastern Showy Aster, Western Showy Aster",Safe
Vascular Plant,Eurybia integrifolia,Thickstem Aster,Safe
Vascular Plant,Eurybia merita,Subalpine Aster,Safe
Vascular Plant,Gaillardia aristata,"Common Gaillardia, Gaillardia, Great Blanket-Flower",Safe
Vascular Plant,Gnaphalium palustre,"Cudweed, Lowland Cudweed, Marsh Everlasting, Western Marsh Cudweed",Safe
Vascular Plant,Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed, Gumweed, Rosinweed, Tarweed",Safe
Vascular Plant,Helianthella quinquenervis,"Fivenerve Helianthella, Nodding Dwarf-Sunflower, Nodding Helianthella",Safe
Vascular Plant,Helianthella uniflora,Oneflower Helianthella,Safe
Vascular Plant,Helianthus annuus,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",Safe
Vascular Plant,Helianthus nuttallii,Nuttall's Sunflower,Safe
Vascular Plant,Heterotheca villosa var. nana,Hairy False Goldenaster,Safe
Vascular Plant,Hieracium albiflorum,"White Hawkweed, Whiteflower Hawkweed",Safe
Vascular Plant,Hieracium caespitosum,"Meadow Hawkweed, Yellow Hawkweed",Safe
Vascular Plant,Hieracium cynoglossoides,Houndstongue Hawkweed,Safe
Vascular Plant,Hieracium floribundum,Yellow Devil Hawkweed,Safe
Vascular Plant,Hulsea algida,"Alpine Hulsea, Pacific Hulsea",Safe
Vascular Plant,Hypochaeris radicata,"Spotted Cats-Ear, Hairy Cats-Ear, Gosmore",Safe
Vascular Plant,Ionactis alpina,"Crag Aster, Lava Aster",Safe
Vascular Plant,Iva xanthifolia,"Burweed Marshelder, Carelessweed, False Ragweed, Giant Marshelder, Giant Sumpweed, Horseweed, Marshelder, Rag Sumpweed",Safe
Vascular Plant,Lactuca biennis,"Tall Blue Lettuce, Wild Blue Lettuce",Safe
Vascular Plant,Lactuca serriola,"China Lettuce, Prickly Lettuce, Wild Lettuce",Safe
Vascular Plant,Logfia arvensis,Field Cottonrose,Safe
Vascular Plant,Machaeranthera canescens var. canescens,Hoary Tansyaster,Safe
Vascular Plant,Madia glomerata,"Cluster Tarweed, Mountain Tarplant, Mountain Tarweed",Safe
Vascular Plant,Matricaria matricarioides,"Disc Mayweed, Pineappleweed",Safe
Vascular Plant,Microseris nutans,"Nodding Microseris, Nodding Silverpuffs",Safe
Vascular Plant,Nothocalais nigrescens,Meadow Prairie-Dandelion,Safe
Vascular Plant,Nothocalais troximoides,"False Agoseris, Weevil Prairie-Dandelion",Safe
Vascular Plant,Onopordum acanthium,Scotch Thistle,Safe
Vascular Plant,Oreostemma alpigenum var. haydenii,"Alpine Aster, Tundra Aster",Safe
Vascular Plant,Packera cana,Woolly Groundsel,Safe
Vascular Plant,Packera dimorphophylla var. paysonii,Payson's Groundsel,Safe
Vascular Plant,Packera paupercula,Balsam Groundsel,Safe
Vascular Plant,Packera pseudaurea,Falsegold Groundsel,Safe
Vascular Plant,Packera streptanthifolia,"Cleftleaf Groundsel, Rocky Mountain Groundsel",Safe
Vascular Plant,Packera werneriifolia,Hoary Groundsel,Safe
Vascular Plant,Pseudognaphalium macounii,Macoun's Cudweed,Safe
Vascular Plant,Pseudognaphalium stramineum,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Safe
Vascular Plant,Pyrrocoma integrifolia,"Entireleaf Goldenweed, Manysted Goldenweed, Many-Stemmed Goldenweed",Safe
Vascular Plant,Pyrrocoma lanceolata,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed",Safe
Vascular Plant,Pyrrocoma uniflora,Plantain Goldenweed,Safe
Vascular Plant,Ratibida columnifera,"Prairie Coneflower, Redspike Mexican Hat, Upright Prairie Coneflower",Safe
Vascular Plant,Rudbeckia occidentalis,Western Coneflower,Safe
Vascular Plant,Senecio crassulus,"Meadow Groundsel, Thickleaf Groundsel, Thickleaf Ragwort",Safe
Vascular Plant,Senecio fremontii var. fremontii,Dwarf Mountain Ragwort,Safe
Vascular Plant,Senecio hydrophilus,"Alkali Marsh Groundsel, Water Groundsel, Water Ragwort",Safe
Vascular Plant,Senecio integerrimus var. exaltatus,"Columbia Groundsel, Columbia Ragwort",Safe
Vascular Plant,Senecio jacobaea,"Ragwort, Stinking Willie, Tansy Ragwort",Safe
Vascular Plant,Senecio lugens,Small Blacktip Ragwort,Safe
Vascular Plant,Senecio serra var. serra,"Tall Groundsel, Tall Ragwort",Safe
Vascular Plant,Senecio sphaerocephalus,"Ballhead Ragwort, Marsh Groundsel",Safe
Vascular Plant,Senecio triangularis,"Arrowleaf Groundsel, Arrowleaf Ragwort",Safe
Vascular Plant,Senecio vulgaris,"Common Groundsel, Old-Man-In-The-Spring",Safe
Vascular Plant,Solidago canadensis var. salebrosa,"Canadian Goldenrod, Salebrosa Goldenrod",Safe
Vascular Plant,Solidago gigantea,Giant Goldenrod,Safe
Vascular Plant,Solidago missouriensis var. missouriensis,Missouri Goldenrod,Safe
Vascular Plant,Solidago multiradiata var. scopulorum,"Manyray Goldenrod, Rocky Mountain Goldenrod",Safe
Vascular Plant,Solidago nana,"Baby Goldenrod, Gray Goldenrod",Safe
Vascular Plant,Sonchus arvensis,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Safe
Vascular Plant,Sonchus asper,"Perennial Sowthistle, Prickly Sow Thistle, Prickly Sowthistle, Spiny Sowthistle, Spiny-Leaf Sow-Thistle",Safe
Vascular Plant,Stenotus acaulis,"Stemless Goldenweed, Stemless Mock Goldenweed",Safe
Vascular Plant,Stephanomeria runcinata,"Desert Wirelettuce, Flowering-Straw",Safe
Vascular Plant,Stephanomeria tenuifolia,"Lesser Wirelettuce, Narrowleaf Wirelettuce, Uinta Wirelettuce, Wright's Wirelettuce",Safe
Vascular Plant,Symphyotrichum ascendens,Western Aster,Safe
Vascular Plant,Symphyotrichum boreale,Northern Bog Aster,Safe
Vascular Plant,Symphyotrichum campestre,Western Meadow Aster,Safe
Vascular Plant,Symphyotrichum ciliatum,Rayless Alkali Aster,Safe
Vascular Plant,Symphyotrichum eatonii,Eaton's Aster,Safe
Vascular Plant,Symphyotrichum falcatum var. commutatum,White Prairie Aster,Safe
Vascular Plant,Symphyotrichum foliaceum var. apricum,Alpine Leafybract Aster,Safe
Vascular Plant,Symphyotrichum foliaceum var. canbyi,Canby's Aster,Safe
Vascular Plant,Symphyotrichum foliaceum var. parryi,Parry's Aster,Safe
Vascular Plant,Symphyotrichum frondosum,Short-Rayed Alkali Aster,Safe
Vascular Plant,Symphyotrichum lanceolatum var. hesperium,White Panicle Aster,Safe
Vascular Plant,Symphyotrichum spathulatum,Western Mountain Aster,Safe
Vascular Plant,Tanacetum vulgare,"Common Tansy, Garden Tansy, Golden-Buttons, Tansy",Safe
Vascular Plant,Taraxacum ceratophorum,"Common Dandelion, Woolbearing Dandelion",Safe
Vascular Plant,Taraxacum eriophorum,Woolbearing Dandelion,Safe
Vascular Plant,Taraxacum laevigatum,"Red-Seed Dandelion, Rock Dandelion",Safe
Vascular Plant,Taraxacum officinale,"Blowball, Common Dandelion, Dandelion, Faceclock",Safe
Vascular Plant,Taraxacum scopulorum,Harp Dandelion,Safe
Vascular Plant,Tetradymia canescens,"Gray Horsebrush, Spineless Horsebrush",Safe
Vascular Plant,Tetradymia spinosa,"Shortspine Horsebrush, Spiny Horsebrush",Safe
Vascular Plant,Tonestus lyallii,"Alpine Goldenweed, Lyall's Goldenweed",Safe
Vascular Plant,Townsendia alpigena,Wyoming Townsend Daisy,Safe
Vascular Plant,Townsendia condensata var. condensata,Cushion Townsend Daisy,Safe
Vascular Plant,Townsendia hookeri,"Hooker's Townsend Daisy, Hooker's Townsend-Daisy, Hooker's Townsendia",Safe
Vascular Plant,Townsendia leptotes,"Common Townsend Daisy, Common Townsendia",Safe
Vascular Plant,Townsendia parryi,"Parry's Townsend Daisy, Parry's Townsendia",Safe
Vascular Plant,Townsendia spathulata,Sword Townsend Daisy,Safe
Vascular Plant,Tragopogon dubius,"Common Salsify, Goat's Beard, Goatsbeard, Meadow Goat's-Beard, Salsifis Majeur, Salsify, Western Goat's Beard, Western Salsify, Wild Oysterplant, Yellow Goat's Beard, Yellow Salsify",Safe
Vascular Plant,Tragopogon porrifolius,"Common Salsify, Goatsbeard, Purple Salsify, Salsify",Safe
Vascular Plant,Wyethia amplexicaulis,"Mule-Ears, Mule's Ear Wyethia, Mulesear Wyethia",Safe
Vascular Plant,Wyethia helianthoides,"Sunflower Mule-Ears, Whitehead Wyethia",Safe
Vascular Plant,Campanula rapunculoides,"Creeping Bellflower, Rampion Bellflower, Rover Bellflower",Safe
Vascular Plant,Campanula rotundifolia,"Bluebell, Bluebell Bellflower, Bluebell-Of-Scotland, Roundleaf Harebell",Safe
Vascular Plant,Porterella carnosula,"Fleshy Porterella, Porterplant",Safe
Vascular Plant,Menyanthes trifoliata,"Bog-Bean, Buckbean, Buck-Bean, Common Bogbean",Safe
Vascular Plant,Amsinckia menziesii,"Menzies' Fiddleneck, Smallflower Fiddleneck, Small-Flower Fiddleneck",Safe
Vascular Plant,Asperugo procumbens,"German Mugwort, German-Madwort, Madwort",Safe
Vascular Plant,Cryptantha affinis,"Common Cryptantha, Quill Cryptantha",Safe
Vascular Plant,Cryptantha ambigua,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",Safe
Vascular Plant,Cryptantha celosioides,"Buttecandle, Minerscandle",Safe
Vascular Plant,Cryptantha fendleri,"Fendler's Cryptantha, Sanddune Catseye, Sanddune Cryptantha",Safe
Vascular Plant,Cryptantha spiculifera,Snake River Cryptantha,Safe
Vascular Plant,Cryptantha torreyana,"Torrey's Cat's-Eye, Torrey's Cryptantha",Safe
Vascular Plant,Cryptantha watsonii,Watson's Cryptantha,Safe
Vascular Plant,Cynoglossum officinale,"Common Houndstongue, Gypsyflower, Gypsy-Flower, Hound's Tongue, Houndstongue",Safe
Vascular Plant,Eritrichium nanum var. elongatum,Arctic Alpine Forget-Me-Not,Safe
Vascular Plant,Hackelia floribunda,"Manyflower Stickseed, Manyflowered Stickseed, Showy Stickseed",Safe
Vascular Plant,Hackelia micrantha,"Jessica Sticktight, Meadow Stickseed",Safe
Vascular Plant,Hackelia patens var. patens,Spotted Stickseed,Safe
Vascular Plant,Lithospermum arvense,"Corn Gromwell, Puccoon",Safe
Vascular Plant,Lithospermum incisum,"Fringed Gromwell, Fringed Puccoon, Narrowleaf Gromwell, Narrowleaf Pucoon, Narrowleaf Stoneseed, Trumpet Stoneseed",Safe
Vascular Plant,Lithospermum ruderale,"Western Gromwell, Western Stoneseed, White Stoneseed",Safe
Vascular Plant,Mertensia alpina,Alpine Bluebells,Safe
Vascular Plant,Mertensia ciliata var. ciliata,"Tall Fringe Bluebells, Tall Fringed Bluebells",Safe
Vascular Plant,Mertensia oblongifolia,"Languid-Lady, Oblongleaf Bluebells",Safe
Vascular Plant,Plagiobothrys scouleri var. hispidulus,"Meadow Popcornflower, Sleeping Popcornflower",Safe
Vascular Plant,Ellisia nyctelea,"Aunt Lucy, False Babyblueeyes, Waterpod",Safe
Vascular Plant,Hesperochiron pumilus,Dwarf Hesperochiron,Safe
Vascular Plant,Hydrophyllum capitatum var. capitatum,Ballhead Waterleaf,Safe
Vascular Plant,Nemophila breviflora,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",Safe
Vascular Plant,Phacelia franklinii,Franklin's Phacelia,Safe
Vascular Plant,Phacelia hastata var. hastata,"Silverleaf Phacelia, Silver-Leaf Scorpion-Weed",Safe
Vascular Plant,Phacelia linearis,"Linearleaf Phacelia, Threadleaf Phacelia",Safe
Vascular Plant,Alyssum alyssoides,"Pale Alyssum, Pale Madwort, Yellow Alyssum",Safe
Vascular Plant,Alyssum desertorum,"Desert Alyssum, Desert Madwort",Safe
Vascular Plant,Arabis glabra var. glabra,"Rock Cress, Tower Rockcress",Safe
Vascular Plant,Arabis hirsuta var. glabrata,Mountain Rockcress,Safe
Vascular Plant,Arabis hirsuta var. pycnocarpa,"Creamflower Rockcress, Hairy Rockcress",Safe
Vascular Plant,Barbarea orthoceras,"American Yellowrocket, Erectpod Wintercress, Wintercress",Safe
Vascular Plant,Barbarea vulgaris,"Garden Yellow Rocket, Garden Yellowrocket, Winter Cress, Yellow Rocket",Safe
Vascular Plant,Berteroa incana,"Hoary Alyssum, Hoary False Alyssum, Hoary False Madwort",Safe
Vascular Plant,Boechera lemmonii,Lemmon's Rockcress,Safe
Vascular Plant,Brassica kaber,"Canola, Charlock Mustard, Kaber Mustard, Rapeseed, Wild Mustard",Safe
Vascular Plant,Brassica rapa,"Bird's Rape, Birdsrape Mustard, Field Mustard, Rape, Rape Mustard, Turnip Rape, Wild Mustard, Wild Rutabaga, Wild Turnip",Safe
Vascular Plant,Camelina microcarpa,"Littlepod False Flax, Little-Pod False Flax, Littlepod Falseflax, Littleseed Falseflax, Small Fruited Falseflax, Smallseed Falseflax",Safe
Vascular Plant,Camelina sativa,Gold-Of-Pleasure,Safe
Vascular Plant,Capsella bursa-pastoris,"Shepherdspurse, Shepherd's-Purse",Safe
Vascular Plant,Cardamine breweri var. breweri,Brewer's Bittercress,Safe
Vascular Plant,Cardamine oligosperma var. oligosperma,Little Western Bittercress,Safe
Vascular Plant,Cardamine pensylvanica,"Pennsylvania Bittercress, Quaker Bittercress",Safe
